customer_id,plan_tier,base_mrr,signup_month_idx,industry,region,acquisition_channel,company_size_employees,has_csm,month_idx,tenure_months,current_mrr,status,logins_per_month,active_seats_pct,features_adopted,support_tickets,nps_score,avg_logins,avg_support_tickets,avg_nps,n_expansion_events,n_contraction_events,months_observed,churned,net_mrr_change_pct,expanded,health_class
CUST-10023,Growth,985.76,21,Healthcare,APAC,Inbound/Organic,11,False,23,3,985.76,active,25,0.746,12,2,83,23.0,1.6666666666666667,72.66666666666667,0,0,3,0,0.0,0,1
CUST-10024,Growth,755.95,2,FinTech,North America,Partner/Referral,24,False,20,19,928.73,churned,26,0.85,6,0,89,29.473684210526315,0.0,74.78947368421052,1,0,19,1,22.856008995303917,1,0
CUST-10025,Growth,339.32,0,Media,North America,Paid Search,16,False,23,24,401.0,active,35,0.914,9,0,62,38.25,0.5,81.95833333333333,2,1,24,0,18.17753153365555,1,2
CUST-10026,Growth,787.44,17,Professional Services,Europe,Paid Search,60,False,23,7,787.44,active,10,0.154,1,1,7,7.0,2.0,36.0,0,0,7,0,0.0,0,1
CUST-10027,Growth,623.19,1,SaaS/Tech,North America,Partner/Referral,6,False,23,23,785.01,active,45,0.79,14,0,94,34.56521739130435,1.1304347826086956,82.6086956521739,2,1,23,0,25.96639869060799,1,2
CUST-10028,Enterprise,2320.95,8,Healthcare,APAC,Outbound Sales,17,True,23,16,3058.85,active,32,0.601,7,2,66,16.6875,1.3125,51.8125,2,0,16,0,31.793015790947678,1,2
CUST-10029,Enterprise,6956.5,16,Media,APAC,Partner/Referral,79,True,23,8,6956.5,active,16,0.615,8,1,81,29.5,0.75,70.5,0,0,8,0,0.0,0,1
CUST-10030,Growth,497.45,2,SaaS/Tech,North America,Paid Search,2,False,23,22,604.37,active,36,0.818,8,1,59,35.54545454545455,0.6363636363636364,72.4090909090909,2,1,22,0,21.493617448989852,1,2
CUST-10031,Starter,51.71,13,Education,North America,Outbound Sales,10,False,23,11,51.71,active,19,0.601,6,4,50,25.454545454545453,2.4545454545454546,56.54545454545455,0,0,11,0,0.0,0,1
CUST-10032,Growth,274.85,18,Manufacturing,North America,Product-Led Trial,66,False,23,6,274.85,active,5,0.384,7,2,49,16.5,1.8333333333333333,42.833333333333336,0,0,6,0,0.0,0,1
CUST-10033,Starter,145.77,14,Media,LATAM,Partner/Referral,23,False,23,10,145.77,active,37,0.847,9,0,61,35.4,1.0,79.3,0,0,10,0,0.0,0,1
CUST-10034,Starter,52.65,16,Media,North America,Partner/Referral,3,False,23,8,52.65,active,34,0.77,9,0,79,23.25,0.75,75.25,0,0,8,0,0.0,0,1
CUST-10035,Growth,961.5,16,Manufacturing,MEA,Outbound Sales,18,False,23,8,1284.45,active,31,0.764,8,0,78,26.625,0.5,77.75,1,0,8,0,33.58814352574103,1,2
CUST-10036,Starter,94.85,22,SaaS/Tech,North America,Paid Search,53,False,23,2,94.85,active,33,0.494,8,2,46,27.5,1.5,45.0,0,0,2,0,0.0,0,1
CUST-10037,Growth,277.64,14,Manufacturing,North America,Outbound Sales,27,False,23,10,299.45,active,23,0.595,8,0,67,22.5,1.3,53.4,1,0,10,0,7.855496326177786,1,2
CUST-10038,Starter,176.3,8,Healthcare,APAC,Product-Led Trial,11,False,23,16,176.3,active,34,1.0,12,0,82,39.0,0.4375,85.4375,0,0,16,0,0.0,0,1
CUST-10039,Growth,265.19,6,SaaS/Tech,Europe,Partner/Referral,3,False,23,18,327.75,active,26,0.739,6,2,37,26.0,1.2777777777777777,52.666666666666664,1,0,18,0,23.590633130962708,1,2
CUST-10040,Growth,835.84,11,Healthcare,North America,Partner/Referral,4,False,11,1,835.84,churned,39,0.828,7,2,73,39.0,2.0,73.0,0,0,1,1,0.0,0,0
CUST-10041,Starter,72.26,21,E-commerce,LATAM,Inbound/Organic,221,True,23,3,72.26,active,31,0.535,6,1,75,18.666666666666668,2.0,69.66666666666667,0,0,3,0,0.0,0,1
CUST-10042,Enterprise,3521.33,4,SaaS/Tech,APAC,Partner/Referral,44,True,23,20,7049.64,active,11,0.421,5,1,32,14.3,1.5,42.8,3,0,20,0,100.19822055870937,1,2
CUST-10043,Starter,56.75,19,Manufacturing,Europe,Partner/Referral,6,True,23,5,56.75,active,14,0.485,8,0,53,26.0,1.0,67.2,0,0,5,0,0.0,0,1
CUST-10044,Enterprise,6002.17,18,SaaS/Tech,North America,Outbound Sales,10,True,23,6,8116.86,active,26,0.342,8,0,68,24.166666666666668,0.8333333333333334,65.5,2,0,6,0,35.23209106039982,1,2
CUST-10045,Starter,193.4,22,Professional Services,APAC,Product-Led Trial,21,True,23,2,193.4,active,33,0.889,5,1,81,27.0,1.5,75.0,0,0,2,0,0.0,0,1
CUST-10046,Enterprise,4096.47,21,Media,North America,Product-Led Trial,37,True,23,3,4096.47,active,9,0.701,6,0,43,22.0,1.3333333333333333,50.0,0,0,3,0,0.0,0,1
CUST-10047,Growth,535.26,11,E-commerce,North America,Product-Led Trial,150,True,23,13,535.26,active,39,0.906,13,0,88,36.15384615384615,0.8461538461538461,79.76923076923077,0,0,13,0,0.0,0,1
CUST-10048,Starter,62.77,14,SaaS/Tech,North America,Partner/Referral,52,False,23,10,62.77,active,20,0.606,7,1,42,24.7,1.0,54.9,0,0,10,0,0.0,0,1
CUST-10049,Growth,719.17,9,Manufacturing,Europe,Paid Search,47,False,23,15,635.74,active,15,0.558,3,0,86,18.733333333333334,0.0,48.733333333333334,1,1,15,0,-11.600873228861042,0,1
CUST-10050,Starter,189.02,0,Media,Europe,Partner/Referral,45,False,23,24,190.16,active,18,0.647,5,1,35,27.458333333333332,0.375,63.916666666666664,1,1,24,0,0.6031107819278311,0,1
CUST-10051,Enterprise,5454.83,19,Media,Europe,Outbound Sales,28,True,23,5,5454.83,active,19,0.549,5,1,27,22.8,0.4,48.0,0,0,5,0,0.0,0,1
CUST-10052,Growth,566.14,18,Healthcare,LATAM,Outbound Sales,42,False,23,6,566.14,active,18,0.758,6,0,70,22.833333333333332,0.6666666666666666,59.833333333333336,0,0,6,0,0.0,0,1
CUST-10053,Starter,81.19,13,E-commerce,North America,Paid Search,78,False,18,6,81.19,churned,17,0.857,11,1,63,25.666666666666668,2.1666666666666665,73.33333333333333,0,0,6,1,0.0,0,0
CUST-10054,Starter,96.85,9,E-commerce,North America,Outbound Sales,12,False,17,9,96.85,churned,37,1.0,9,2,66,38.666666666666664,1.3333333333333333,87.22222222222223,0,0,9,1,0.0,0,0
CUST-10055,Growth,901.1,3,SaaS/Tech,APAC,Inbound/Organic,16,False,14,12,1081.65,churned,16,0.349,1,2,39,15.75,1.75,37.416666666666664,1,0,12,1,20.036621906558658,1,0
CUST-10056,Starter,134.28,2,SaaS/Tech,APAC,Partner/Referral,100,False,23,22,105.88,active,7,0.4,1,1,53,20.954545454545453,1.3636363636363635,54.13636363636363,0,1,22,0,-21.14983616324099,0,1
CUST-10057,Enterprise,7008.89,16,Professional Services,APAC,Inbound/Organic,12,True,23,8,5296.7,active,0,0.355,2,3,27,9.25,2.0,29.5,0,1,8,0,-24.4288325255497,0,1
CUST-10058,Starter,105.66,16,Manufacturing,Europe,Inbound/Organic,51,False,23,8,142.45,active,46,0.864,8,0,97,34.875,1.0,69.875,1,0,8,0,34.819231497255345,1,2
CUST-10059,Starter,184.81,11,SaaS/Tech,North America,Partner/Referral,17,False,12,2,184.81,churned,28,0.625,9,1,70,30.0,1.5,67.5,0,0,2,1,0.0,0,0
CUST-10060,Growth,558.31,2,FinTech,North America,Outbound Sales,16,False,8,7,558.31,churned,28,0.839,9,2,84,17.571428571428573,0.7142857142857143,75.42857142857143,0,0,7,1,0.0,0,0
CUST-10061,Enterprise,7971.52,4,Healthcare,LATAM,Outbound Sales,32,True,23,20,19493.45,active,8,0.764,6,1,57,23.1,0.7,53.1,4,0,20,0,144.5386827104492,1,2
CUST-10062,Growth,973.95,8,E-commerce,APAC,Inbound/Organic,15,False,23,16,1244.29,active,19,0.556,4,2,30,21.3125,1.375,46.0625,1,0,16,0,27.75707171826068,1,2
CUST-10063,Growth,265.0,4,Manufacturing,MEA,Product-Led Trial,30,False,6,3,265.0,churned,16,0.356,1,7,49,14.666666666666666,5.0,47.333333333333336,0,0,3,1,0.0,0,0
CUST-10064,Enterprise,7630.74,12,FinTech,North America,Partner/Referral,2,True,23,12,6743.39,active,30,0.998,11,2,54,29.583333333333332,2.75,57.0,1,2,12,0,-11.628623174161346,0,1
CUST-10065,Enterprise,1778.38,2,Education,North America,Partner/Referral,137,True,23,22,1455.75,active,10,0.33,6,0,39,21.227272727272727,0.045454545454545456,59.63636363636363,1,2,22,0,-18.141791967970853,0,1
CUST-10066,Growth,792.04,7,Education,APAC,Inbound/Organic,7,False,23,17,792.04,active,13,0.381,5,3,26,10.647058823529411,5.882352941176471,23.705882352941178,0,0,17,0,0.0,0,1
CUST-10067,Growth,266.23,0,Manufacturing,Europe,Paid Search,56,True,14,15,266.23,churned,29,0.721,10,1,44,31.066666666666666,0.7333333333333333,67.4,0,0,15,1,0.0,0,0
CUST-10068,Enterprise,1302.12,20,Media,Europe,Outbound Sales,20,True,23,4,1302.12,active,45,0.847,12,2,100,40.5,1.75,90.5,0,0,4,0,0.0,0,1
CUST-10069,Growth,260.27,14,SaaS/Tech,North America,Inbound/Organic,33,False,23,10,260.27,active,28,0.442,4,3,41,13.4,1.4,40.4,0,0,10,0,0.0,0,1
CUST-10070,Growth,920.03,10,FinTech,MEA,Partner/Referral,17,False,23,14,1230.83,active,29,0.952,13,1,83,29.785714285714285,1.1428571428571428,65.5,1,0,14,0,33.78150712476767,1,2
CUST-10071,Growth,510.23,17,FinTech,North America,Inbound/Organic,10,False,23,7,680.71,churned,7,0.533,4,1,65,19.428571428571427,1.4285714285714286,58.0,1,0,7,1,33.412382650961334,1,0
CUST-10072,Growth,225.82,8,SaaS/Tech,Europe,Product-Led Trial,9,False,21,14,176.47,churned,27,0.463,5,5,44,19.5,1.2857142857142858,47.142857142857146,1,1,14,1,-21.853688778673277,0,0
CUST-10073,Enterprise,7648.6,4,Professional Services,LATAM,Paid Search,42,True,23,20,9700.47,active,30,0.511,5,0,71,20.0,0.3,50.8,1,0,20,0,26.826739534032356,1,2
CUST-10074,Enterprise,7062.45,12,Education,North America,Inbound/Organic,21,True,23,12,7506.32,active,37,0.55,8,3,73,33.333333333333336,3.6666666666666665,72.25,1,0,12,0,6.28492945082797,1,2
CUST-10075,Enterprise,3637.17,21,Healthcare,APAC,Product-Led Trial,131,True,23,3,4764.07,active,33,0.837,11,2,76,23.0,2.0,73.0,1,0,3,0,30.982879546460563,1,2
CUST-10076,Starter,54.52,0,Education,North America,Partner/Referral,24,False,23,24,41.3,active,28,0.59,6,0,52,21.458333333333332,0.75,51.583333333333336,0,1,24,0,-24.24798239178284,0,1
CUST-10077,Enterprise,6947.53,16,Education,Europe,Inbound/Organic,25,True,23,8,8729.19,active,21,0.833,5,1,78,27.75,1.0,75.625,1,0,8,0,25.64450963148055,1,2
CUST-10078,Enterprise,5243.22,0,SaaS/Tech,APAC,Paid Search,9,True,23,24,8790.91,active,16,0.87,12,1,60,24.625,0.4583333333333333,60.125,3,0,24,0,67.66242881282875,1,2
CUST-10079,Growth,615.73,21,Healthcare,Europe,Partner/Referral,17,False,23,3,615.73,active,34,0.819,8,3,68,26.0,2.6666666666666665,68.66666666666667,0,0,3,0,0.0,0,1
CUST-10080,Enterprise,1618.86,16,Media,Europe,Product-Led Trial,126,True,23,8,1618.86,active,10,0.507,4,3,52,24.75,2.75,48.0,0,0,8,0,0.0,0,1
CUST-10081,Starter,69.46,1,Manufacturing,Europe,Paid Search,64,False,4,4,69.46,churned,17,0.574,9,1,48,19.5,1.5,60.75,0,0,4,1,0.0,0,0
CUST-10082,Starter,184.62,19,SaaS/Tech,Europe,Partner/Referral,31,False,19,1,184.62,churned,18,0.369,6,0,33,18.0,0.0,33.0,0,0,1,1,0.0,0,0
CUST-10083,Growth,567.02,16,E-commerce,APAC,Partner/Referral,3,False,23,8,567.02,active,32,0.659,2,1,31,21.5,0.875,49.25,0,0,8,0,0.0,0,1
CUST-10084,Enterprise,4448.33,12,Manufacturing,Europe,Outbound Sales,36,True,23,12,5212.84,active,32,0.596,7,2,74,25.916666666666668,1.0,61.833333333333336,1,0,12,0,17.186449746309293,1,2
CUST-10085,Starter,100.85,2,Media,Europe,Product-Led Trial,8,False,22,21,100.85,churned,29,0.986,13,0,85,33.57142857142857,0.38095238095238093,80.66666666666667,0,0,21,1,0.0,0,0
CUST-10086,Growth,378.86,20,Education,North America,Paid Search,21,False,23,4,378.86,active,18,0.159,1,3,43,23.0,2.5,52.25,0,0,4,0,0.0,0,1
CUST-10087,Starter,124.51,12,Healthcare,North America,Inbound/Organic,7,False,22,11,124.51,churned,36,0.936,7,2,85,24.727272727272727,1.9090909090909092,55.63636363636363,0,0,11,1,0.0,0,0
CUST-10088,Growth,608.81,10,Professional Services,North America,Inbound/Organic,62,False,23,14,608.81,active,40,0.902,6,4,60,29.714285714285715,4.571428571428571,64.42857142857143,0,0,14,0,0.0,0,1
CUST-10089,Starter,80.4,21,Manufacturing,Europe,Paid Search,12,False,23,3,80.4,active,0,0.05,1,1,-21,2.6666666666666665,0.3333333333333333,-7.0,0,0,3,0,0.0,0,1
CUST-10090,Starter,86.87,6,Healthcare,LATAM,Outbound Sales,8,False,16,11,93.36,churned,39,0.628,10,0,69,32.27272727272727,1.1818181818181819,71.63636363636364,1,0,11,1,7.47093357891101,1,0
CUST-10091,Growth,393.73,22,Education,North America,Inbound/Organic,26,False,23,2,393.73,active,11,0.349,2,0,32,12.0,1.5,41.0,0,0,2,0,0.0,0,1
CUST-10092,Starter,129.3,16,Education,Europe,Partner/Referral,107,False,23,8,129.3,active,27,1.0,9,0,66,38.375,0.25,80.5,0,0,8,0,0.0,0,1
CUST-10093,Growth,788.72,14,Media,Europe,Partner/Referral,5,True,23,10,870.85,active,17,0.31,3,2,40,16.4,1.2,34.8,1,0,10,0,10.413074348311186,1,2
CUST-10094,Starter,103.46,1,Healthcare,North America,Product-Led Trial,42,True,8,8,103.46,churned,34,0.905,8,0,85,32.0,0.375,68.375,0,0,8,1,0.0,0,0
CUST-10095,Starter,103.8,15,FinTech,APAC,Inbound/Organic,19,True,23,9,103.8,active,30,0.632,10,1,49,26.0,1.0,58.55555555555556,0,0,9,0,0.0,0,1
CUST-10096,Growth,527.91,3,Media,North America,Paid Search,58,True,23,21,955.81,active,40,0.962,11,2,63,38.04761904761905,1.2380952380952381,80.80952380952381,2,0,21,0,81.05548294216818,1,2
CUST-10097,Enterprise,4435.24,5,Healthcare,APAC,Paid Search,28,True,16,12,8218.13,churned,7,0.594,5,0,48,22.916666666666668,0.5833333333333334,67.75,3,0,12,1,85.291664036219,1,0
CUST-10098,Growth,656.72,18,Education,APAC,Paid Search,10,False,20,3,656.72,churned,15,0.433,1,0,49,13.333333333333334,0.3333333333333333,46.666666666666664,0,0,3,1,0.0,0,0
CUST-10099,Starter,66.23,13,Media,North America,Outbound Sales,3,False,20,8,66.23,churned,24,0.825,14,0,76,33.25,0.25,72.375,0,0,8,1,0.0,0,0
CUST-10100,Starter,138.08,5,E-commerce,Europe,Product-Led Trial,74,False,12,8,138.08,churned,7,0.313,1,5,36,9.625,4.125,35.125,0,0,8,1,0.0,0,0
CUST-10101,Growth,807.42,10,Professional Services,Europe,Outbound Sales,13,False,23,14,727.76,active,35,0.741,7,0,68,29.928571428571427,1.0714285714285714,63.642857142857146,1,1,14,0,-9.865992915706816,0,1
CUST-10102,Enterprise,6814.34,11,E-commerce,North America,Outbound Sales,26,True,23,13,9828.62,active,23,0.554,4,3,71,20.384615384615383,0.9230769230769231,44.46153846153846,2,0,13,0,44.23436458996763,1,2
CUST-10103,Growth,872.62,7,Healthcare,APAC,Partner/Referral,20,False,23,17,1130.54,active,20,0.73,6,0,25,24.941176470588236,0.35294117647058826,56.23529411764706,1,0,17,0,29.556966377117185,1,2
CUST-10104,Starter,171.19,13,E-commerce,LATAM,Inbound/Organic,18,False,23,11,171.19,active,36,0.971,13,1,100,33.45454545454545,0.18181818181818182,90.36363636363636,0,0,11,0,0.0,0,1
CUST-10105,Starter,105.54,18,Education,North America,Inbound/Organic,69,False,23,6,105.54,active,3,0.458,7,0,54,15.166666666666666,0.3333333333333333,62.333333333333336,0,0,6,0,0.0,0,1
CUST-10106,Enterprise,3687.24,13,Education,LATAM,Outbound Sales,2,True,23,11,3687.24,active,21,0.657,6,1,73,27.181818181818183,1.8181818181818181,63.0,0,0,11,0,0.0,0,1
CUST-10107,Starter,158.58,9,Media,North America,Product-Led Trial,118,False,23,15,158.58,active,34,0.865,10,1,57,32.53333333333333,1.2666666666666666,71.8,0,0,15,0,0.0,0,1
CUST-10108,Growth,657.95,5,SaaS/Tech,North America,Product-Led Trial,14,False,23,19,854.67,active,32,0.949,9,0,79,38.10526315789474,0.2631578947368421,83.42105263157895,1,0,19,0,29.898928490006828,1,2
CUST-10109,Growth,594.69,9,SaaS/Tech,North America,Product-Led Trial,37,True,23,15,993.63,active,5,0.638,4,0,43,20.066666666666666,0.2,55.733333333333334,2,0,15,0,67.08369066236189,1,2
CUST-10110,Enterprise,1892.42,14,Education,Europe,Product-Led Trial,56,True,23,10,2595.16,active,30,0.771,9,1,76,26.8,1.5,57.9,2,0,10,0,37.13446275139767,1,2
CUST-10111,Growth,712.28,18,FinTech,Europe,Outbound Sales,8,False,23,6,712.28,active,36,0.949,9,0,84,36.0,0.0,68.66666666666667,0,0,6,0,0.0,0,1
CUST-10112,Enterprise,7713.52,7,Manufacturing,North America,Paid Search,29,True,23,17,7713.52,active,29,0.71,6,1,57,19.294117647058822,0.7647058823529411,55.35294117647059,0,0,17,0,0.0,0,1
CUST-10113,Growth,214.47,10,FinTech,North America,Partner/Referral,449,False,23,14,201.14,active,1,0.181,2,0,10,15.214285714285714,0.2857142857142857,40.642857142857146,0,1,14,0,-6.215321490185113,0,1
CUST-10114,Starter,146.71,16,FinTech,North America,Inbound/Organic,141,False,20,5,146.71,churned,28,0.563,7,2,65,27.8,1.8,57.4,0,0,5,1,0.0,0,0
CUST-10115,Enterprise,4155.88,13,Education,MEA,Partner/Referral,13,True,23,11,3507.69,active,32,0.665,7,2,43,24.181818181818183,3.0,57.63636363636363,0,1,11,0,-15.596937351415344,0,1
CUST-10116,Starter,187.13,21,Professional Services,North America,Product-Led Trial,114,False,22,2,187.13,churned,30,0.847,9,3,72,26.0,2.0,66.5,0,0,2,1,0.0,0,0
CUST-10117,Growth,682.37,2,Professional Services,Europe,Paid Search,11,False,10,9,682.37,churned,24,0.786,8,2,94,28.11111111111111,0.6666666666666666,73.88888888888889,0,0,9,1,0.0,0,0
CUST-10118,Starter,101.04,1,Healthcare,Europe,Outbound Sales,41,False,16,16,115.55,churned,41,0.686,7,1,60,32.875,0.6875,73.4375,1,0,16,1,14.360649247822636,1,0
CUST-10119,Starter,95.72,10,Manufacturing,North America,Paid Search,4,False,16,7,95.72,churned,27,0.564,9,2,29,25.285714285714285,0.7142857142857143,62.42857142857143,0,0,7,1,0.0,0,0
CUST-10120,Starter,193.16,16,FinTech,Europe,Partner/Referral,5,False,19,4,193.16,churned,8,0.599,7,1,56,16.25,0.5,46.25,0,0,4,1,0.0,0,0
CUST-10121,Starter,108.6,18,Healthcare,APAC,Product-Led Trial,28,False,21,4,108.6,churned,34,0.772,9,2,62,37.5,0.75,75.75,0,0,4,1,0.0,0,0
CUST-10122,Starter,174.48,18,E-commerce,North America,Outbound Sales,113,False,23,6,174.48,active,46,0.974,11,0,59,32.5,0.5,77.66666666666667,0,0,6,0,0.0,0,1
CUST-10123,Starter,132.95,3,SaaS/Tech,North America,Outbound Sales,2,False,10,8,132.95,churned,12,0.682,4,0,71,23.0,0.75,64.0,0,0,8,1,0.0,0,0
CUST-10124,Starter,145.6,0,Professional Services,MEA,Paid Search,18,False,17,18,145.6,churned,38,0.855,11,1,58,29.666666666666668,0.6111111111111112,72.0,0,0,18,1,0.0,0,0
CUST-10125,Starter,78.42,7,Manufacturing,North America,Product-Led Trial,75,False,9,3,78.42,churned,28,1.0,10,0,76,31.0,1.0,75.0,0,0,3,1,0.0,0,0
CUST-10126,Growth,390.31,1,Healthcare,North America,Outbound Sales,18,False,22,22,483.32,churned,38,0.68,7,1,58,29.272727272727273,1.3636363636363635,67.54545454545455,1,0,22,1,23.829776331633827,1,0
CUST-10127,Starter,143.99,0,Professional Services,APAC,Product-Led Trial,7,False,23,24,122.06,active,2,0.05,1,0,4,10.5,1.0,32.5,0,1,24,0,-15.230224321133415,0,1
CUST-10128,Growth,762.45,0,Professional Services,Europe,Outbound Sales,11,False,23,24,1693.48,active,24,0.946,11,0,62,28.083333333333332,0.16666666666666666,69.29166666666667,4,0,24,0,122.1103023149059,1,2
CUST-10129,Starter,142.62,5,Media,Europe,Paid Search,5,False,23,19,142.62,active,52,0.653,12,1,71,34.68421052631579,0.5789473684210527,75.73684210526316,0,0,19,0,0.0,0,1
CUST-10130,Starter,195.18,11,Media,North America,Outbound Sales,27,False,23,13,195.18,active,45,0.848,4,2,78,27.53846153846154,1.6923076923076923,69.53846153846153,0,0,13,0,0.0,0,1
CUST-10131,Starter,89.3,7,E-commerce,Europe,Inbound/Organic,28,True,23,17,116.25,active,34,0.633,6,2,92,32.588235294117645,1.0588235294117647,77.41176470588235,1,0,17,0,30.17917133258679,1,2
CUST-10132,Enterprise,7890.82,12,E-commerce,North America,Outbound Sales,28,True,23,12,10529.02,active,25,0.67,5,1,81,27.833333333333332,1.3333333333333333,72.0,1,0,12,0,33.43378761649614,1,2
CUST-10133,Enterprise,4486.64,1,SaaS/Tech,Europe,Paid Search,103,True,23,23,7097.09,active,38,0.915,12,1,100,40.34782608695652,0.43478260869565216,83.1304347826087,3,0,23,0,58.18273808462456,1,2
CUST-10134,Growth,285.16,21,Education,North America,Outbound Sales,145,False,23,3,285.16,active,24,0.716,6,1,83,32.0,1.0,90.33333333333333,0,0,3,0,0.0,0,1
CUST-10135,Starter,186.16,20,FinTech,APAC,Paid Search,138,False,23,4,186.16,active,43,0.969,9,1,51,36.25,0.5,79.25,0,0,4,0,0.0,0,1
CUST-10136,Growth,266.16,3,Healthcare,North America,Product-Led Trial,19,False,23,21,311.63,active,7,0.559,10,2,56,25.571428571428573,0.8571428571428571,54.76190476190476,1,0,21,0,17.083709047189647,1,2
CUST-10137,Growth,687.71,21,E-commerce,North America,Product-Led Trial,92,False,23,3,687.71,active,30,0.638,11,3,61,31.333333333333332,1.3333333333333333,69.33333333333333,0,0,3,0,0.0,0,1
CUST-10138,Starter,129.98,18,Healthcare,APAC,Inbound/Organic,409,False,23,6,129.98,active,15,0.933,11,4,63,24.0,2.6666666666666665,57.666666666666664,0,0,6,0,0.0,0,1
