customer_id,plan_tier,base_mrr,signup_month_idx,industry,region,acquisition_channel,company_size_employees,has_csm
CUST-10154,Starter,173.6,13,E-commerce,North America,Inbound/Organic,12,False
CUST-10155,Starter,57.68,14,Professional Services,LATAM,Outbound Sales,13,False
CUST-10156,Growth,407.93,2,E-commerce,Europe,Inbound/Organic,35,False
CUST-10157,Starter,129.55,8,FinTech,Europe,Paid Search,16,False
CUST-10158,Starter,89.94,8,Healthcare,MEA,Partner/Referral,22,False
CUST-10159,Growth,424.83,14,Manufacturing,North America,Product-Led Trial,19,True
CUST-10160,Growth,968.74,15,Education,LATAM,Product-Led Trial,24,False
CUST-10161,Growth,858.92,7,E-commerce,Europe,Product-Led Trial,90,False
CUST-10162,Enterprise,6581.98,7,FinTech,APAC,Outbound Sales,14,True
CUST-10163,Starter,188.51,3,Professional Services,APAC,Partner/Referral,8,False
CUST-10164,Enterprise,7102.9,18,Professional Services,APAC,Paid Search,13,True
CUST-10165,Enterprise,1007.84,1,Manufacturing,APAC,Partner/Referral,49,True
CUST-10166,Starter,92.06,13,Healthcare,MEA,Inbound/Organic,17,True
CUST-10167,Enterprise,1899.14,18,Manufacturing,North America,Inbound/Organic,9,True
CUST-10168,Enterprise,3393.11,14,Manufacturing,APAC,Partner/Referral,43,True
CUST-10169,Enterprise,2164.64,11,Manufacturing,APAC,Inbound/Organic,12,True
CUST-10170,Starter,60.2,17,E-commerce,MEA,Product-Led Trial,226,False
CUST-10171,Starter,58.84,0,Manufacturing,North America,Outbound Sales,10,False
CUST-10172,Starter,72.84,1,Education,LATAM,Outbound Sales,6,False
CUST-10173,Growth,376.39,1,Professional Services,APAC,Outbound Sales,20,False
CUST-10174,Enterprise,2057.41,20,Professional Services,Europe,Outbound Sales,3,True
CUST-10175,Starter,157.66,1,Education,North America,Inbound/Organic,13,False
CUST-10176,Starter,178.65,15,Healthcare,MEA,Inbound/Organic,35,False
CUST-10177,Enterprise,6327.17,2,Education,North America,Product-Led Trial,40,True
CUST-10178,Enterprise,7772.58,19,Manufacturing,Europe,Inbound/Organic,5,True
CUST-10179,Growth,380.21,21,Manufacturing,North America,Paid Search,47,False
CUST-10180,Starter,117.28,7,Education,North America,Paid Search,372,False
CUST-10181,Growth,887.24,5,SaaS/Tech,North America,Outbound Sales,14,True
CUST-10182,Starter,197.0,14,Media,Europe,Partner/Referral,43,True
CUST-10183,Starter,126.66,0,SaaS/Tech,North America,Inbound/Organic,174,False
CUST-10184,Starter,97.31,5,Professional Services,North America,Paid Search,13,False
CUST-10185,Starter,144.46,2,Healthcare,North America,Inbound/Organic,46,True
CUST-10186,Growth,766.54,7,Media,APAC,Partner/Referral,77,True
CUST-10187,Enterprise,4833.15,21,E-commerce,Europe,Inbound/Organic,13,True
CUST-10188,Starter,114.79,17,Manufacturing,Europe,Partner/Referral,7,False
CUST-10189,Growth,598.06,17,Manufacturing,APAC,Product-Led Trial,13,False
CUST-10190,Enterprise,5552.28,9,Healthcare,APAC,Product-Led Trial,5,True
CUST-10191,Enterprise,2219.35,20,Professional Services,Europe,Partner/Referral,16,True
CUST-10192,Growth,787.54,19,FinTech,North America,Inbound/Organic,425,True
CUST-10193,Starter,139.93,14,E-commerce,APAC,Paid Search,38,False
CUST-10194,Starter,102.87,2,Education,Europe,Product-Led Trial,12,False
CUST-10195,Enterprise,2257.78,11,Manufacturing,MEA,Product-Led Trial,37,True
CUST-10196,Enterprise,4445.94,21,FinTech,Europe,Inbound/Organic,11,True
CUST-10197,Growth,449.41,1,Healthcare,Europe,Inbound/Organic,33,False
CUST-10198,Starter,194.47,14,Professional Services,North America,Outbound Sales,2,False
CUST-10199,Growth,316.46,4,FinTech,Europe,Partner/Referral,11,False
CUST-10200,Starter,74.14,10,Education,North America,Partner/Referral,93,False
CUST-10201,Growth,893.75,11,Healthcare,North America,Paid Search,22,False
CUST-10202,Starter,83.67,0,Professional Services,North America,Product-Led Trial,19,False
CUST-10203,Starter,71.25,20,E-commerce,MEA,Outbound Sales,40,True
CUST-10204,Starter,194.96,6,Professional Services,North America,Outbound Sales,244,True
CUST-10205,Starter,95.19,15,E-commerce,North America,Paid Search,21,False
CUST-10206,Growth,324.77,5,Education,MEA,Paid Search,21,False
CUST-10207,Enterprise,7052.26,16,FinTech,North America,Inbound/Organic,23,True
CUST-10208,Growth,740.53,18,Professional Services,Europe,Product-Led Trial,61,False
CUST-10209,Starter,139.74,8,SaaS/Tech,Europe,Product-Led Trial,180,False
CUST-10210,Growth,790.02,3,E-commerce,Europe,Partner/Referral,77,False
CUST-10211,Growth,548.03,10,SaaS/Tech,North America,Inbound/Organic,45,False
CUST-10212,Growth,687.26,14,Education,North America,Product-Led Trial,4,False
CUST-10213,Starter,59.98,2,Media,Europe,Paid Search,17,False
CUST-10214,Growth,633.35,7,Media,APAC,Partner/Referral,5,False
CUST-10215,Growth,685.72,15,Professional Services,APAC,Paid Search,4,False
CUST-10216,Growth,857.09,10,Professional Services,LATAM,Product-Led Trial,18,False
CUST-10217,Starter,189.17,21,Healthcare,North America,Product-Led Trial,37,False
CUST-10218,Growth,735.41,14,FinTech,Europe,Paid Search,129,False
CUST-10219,Starter,67.28,10,Professional Services,APAC,Paid Search,57,False
CUST-10220,Starter,93.29,16,E-commerce,North America,Partner/Referral,9,False
CUST-10221,Starter,127.97,14,Healthcare,North America,Product-Led Trial,20,False
CUST-10222,Starter,80.81,9,Media,Europe,Product-Led Trial,29,False
CUST-10223,Starter,94.31,18,FinTech,Europe,Paid Search,32,False
CUST-10224,Growth,319.61,22,E-commerce,North America,Inbound/Organic,49,False
CUST-10225,Starter,52.55,14,Healthcare,Europe,Outbound Sales,38,False
CUST-10226,Starter,138.17,1,Media,North America,Product-Led Trial,12,False
CUST-10227,Growth,212.64,13,Healthcare,Europe,Paid Search,197,False
CUST-10228,Growth,411.65,4,SaaS/Tech,Europe,Inbound/Organic,7,False
CUST-10229,Starter,126.86,1,FinTech,APAC,Outbound Sales,11,False
CUST-10230,Starter,137.92,2,Manufacturing,North America,Paid Search,94,False
CUST-10231,Growth,645.67,1,Professional Services,Europe,Partner/Referral,6,True
CUST-10232,Enterprise,5444.72,14,SaaS/Tech,North America,Paid Search,21,True
CUST-10233,Growth,477.71,11,Media,APAC,Product-Led Trial,9,True
CUST-10234,Enterprise,1140.18,19,Media,APAC,Inbound/Organic,26,True
CUST-10235,Growth,271.21,6,Media,North America,Partner/Referral,94,False
CUST-10236,Growth,228.89,0,Professional Services,North America,Paid Search,4,False
CUST-10237,Growth,859.4,22,E-commerce,Europe,Outbound Sales,6,False
CUST-10238,Growth,652.69,19,E-commerce,Europe,Inbound/Organic,26,False
CUST-10239,Enterprise,7076.4,5,Healthcare,APAC,Partner/Referral,22,True
CUST-10240,Enterprise,3257.7,2,E-commerce,North America,Outbound Sales,25,True
CUST-10241,Growth,857.16,21,SaaS/Tech,LATAM,Inbound/Organic,24,False
CUST-10242,Growth,339.7,2,Healthcare,North America,Inbound/Organic,10,False
CUST-10243,Growth,385.81,12,FinTech,APAC,Partner/Referral,36,False
CUST-10244,Growth,551.17,5,Media,North America,Paid Search,8,True
CUST-10245,Growth,567.38,1,Manufacturing,MEA,Product-Led Trial,38,False
CUST-10246,Starter,113.55,8,Healthcare,North America,Partner/Referral,12,False
CUST-10247,Starter,125.41,6,Media,APAC,Partner/Referral,17,False
CUST-10248,Growth,621.11,6,E-commerce,North America,Partner/Referral,161,False
CUST-10249,Growth,584.83,6,Education,North America,Product-Led Trial,7,True
CUST-10250,Starter,121.2,21,Manufacturing,North America,Paid Search,8,False
CUST-10251,Starter,174.15,12,Education,North America,Product-Led Trial,46,False
CUST-10252,Growth,287.68,10,Professional Services,Europe,Product-Led Trial,6,False
CUST-10253,Growth,580.34,8,Education,North America,Paid Search,23,False
CUST-10254,Enterprise,7687.34,16,Media,North America,Inbound/Organic,35,True
CUST-10255,Starter,166.18,10,Professional Services,Europe,Outbound Sales,20,False
CUST-10256,Starter,182.41,22,Media,LATAM,Product-Led Trial,27,False
CUST-10257,Starter,61.72,10,SaaS/Tech,North America,Outbound Sales,163,True
CUST-10258,Enterprise,6162.56,13,FinTech,North America,Outbound Sales,7,True
CUST-10259,Starter,63.76,21,Media,North America,Paid Search,44,True
CUST-10260,Starter,194.18,7,Media,North America,Inbound/Organic,6,True
CUST-10261,Growth,818.93,8,SaaS/Tech,Europe,Paid Search,14,False
CUST-10262,Starter,120.15,1,Manufacturing,Europe,Partner/Referral,31,True
CUST-10263,Starter,131.51,17,Manufacturing,North America,Partner/Referral,9,True
CUST-10264,Starter,182.04,20,Healthcare,Europe,Inbound/Organic,34,False
CUST-10265,Starter,195.76,13,Media,Europe,Partner/Referral,3,True
CUST-10266,Starter,161.98,21,FinTech,North America,Paid Search,34,True
CUST-10267,Enterprise,4418.76,22,Media,North America,Outbound Sales,11,True
CUST-10268,Growth,794.0,2,Professional Services,North America,Product-Led Trial,29,False
CUST-10269,Starter,73.13,15,Media,North America,Product-Led Trial,9,False
CUST-10270,Starter,78.09,9,E-commerce,North America,Paid Search,56,False
CUST-10271,Growth,499.83,8,FinTech,Europe,Paid Search,46,False
CUST-10272,Starter,160.86,13,SaaS/Tech,MEA,Inbound/Organic,84,False
CUST-10273,Growth,601.14,3,Professional Services,Europe,Partner/Referral,58,False
CUST-10274,Starter,69.67,5,Education,North America,Product-Led Trial,15,False
CUST-10275,Enterprise,4570.77,2,Media,North America,Paid Search,6,True
CUST-10276,Growth,647.97,1,Manufacturing,APAC,Partner/Referral,24,True
CUST-10277,Starter,99.14,5,Education,APAC,Outbound Sales,103,False
CUST-10278,Starter,98.23,22,SaaS/Tech,North America,Partner/Referral,57,False
CUST-10279,Starter,144.63,19,Media,North America,Partner/Referral,64,False
CUST-10280,Growth,669.63,19,Education,MEA,Outbound Sales,13,False
CUST-10281,Starter,190.1,9,Healthcare,Europe,Outbound Sales,57,False
CUST-10282,Growth,584.24,20,E-commerce,LATAM,Partner/Referral,23,False
CUST-10283,Growth,811.64,21,Manufacturing,Europe,Partner/Referral,172,False
CUST-10284,Enterprise,4304.42,20,Manufacturing,North America,Paid Search,8,True
CUST-10285,Starter,184.94,9,Media,North America,Paid Search,9,False
CUST-10286,Starter,72.46,3,Media,North America,Paid Search,2,False
CUST-10287,Enterprise,1152.76,10,FinTech,North America,Product-Led Trial,64,True
CUST-10288,Starter,111.82,13,SaaS/Tech,Europe,Product-Led Trial,58,False
CUST-10289,Growth,570.68,20,Media,MEA,Product-Led Trial,6,True
CUST-10290,Starter,82.8,9,SaaS/Tech,APAC,Inbound/Organic,8,False
CUST-10291,Growth,254.07,21,SaaS/Tech,Europe,Paid Search,26,False
CUST-10292,Starter,190.85,15,SaaS/Tech,Europe,Paid Search,21,False
CUST-10293,Starter,167.05,5,FinTech,North America,Outbound Sales,84,True
CUST-10294,Growth,360.89,6,Education,North America,Partner/Referral,28,False
CUST-10295,Enterprise,7157.07,13,Healthcare,LATAM,Paid Search,146,True
CUST-10296,Growth,645.83,1,SaaS/Tech,North America,Outbound Sales,26,False
CUST-10297,Starter,147.52,17,Healthcare,APAC,Outbound Sales,64,False
CUST-10298,Starter,63.11,8,FinTech,North America,Inbound/Organic,56,False
CUST-10299,Starter,153.38,11,E-commerce,North America,Outbound Sales,19,False
CUST-10300,Enterprise,2181.98,5,SaaS/Tech,Europe,Product-Led Trial,57,True
CUST-10301,Starter,168.79,13,Manufacturing,APAC,Inbound/Organic,45,False
CUST-10302,Growth,972.73,12,Professional Services,North America,Product-Led Trial,37,True
CUST-10303,Starter,172.44,4,Healthcare,North America,Product-Led Trial,10,False
CUST-10304,Enterprise,1775.24,11,SaaS/Tech,Europe,Partner/Referral,2,True
CUST-10305,Growth,861.77,15,Education,North America,Paid Search,12,True
CUST-10306,Starter,70.3,8,Healthcare,Europe,Paid Search,6,False
CUST-10307,Growth,844.15,14,Healthcare,Europe,Partner/Referral,225,False
CUST-10308,Starter,96.24,14,Professional Services,North America,Partner/Referral,46,False
CUST-10309,Growth,754.63,14,Manufacturing,North America,Product-Led Trial,14,True
CUST-10310,Starter,146.97,13,FinTech,LATAM,Inbound/Organic,49,False
CUST-10311,Enterprise,5695.13,22,Healthcare,North America,Partner/Referral,83,True
CUST-10312,Starter,68.33,18,Manufacturing,APAC,Outbound Sales,13,False
CUST-10313,Enterprise,2960.26,15,SaaS/Tech,North America,Outbound Sales,22,True
CUST-10314,Enterprise,5895.21,19,Education,MEA,Inbound/Organic,65,True
CUST-10315,Starter,179.91,13,Media,APAC,Product-Led Trial,13,True
CUST-10316,Starter,55.92,0,Media,North America,Outbound Sales,50,True
CUST-10317,Enterprise,7140.83,13,Manufacturing,LATAM,Product-Led Trial,131,True
CUST-10318,Enterprise,2997.03,11,Healthcare,North America,Paid Search,189,True
CUST-10319,Starter,82.03,11,SaaS/Tech,APAC,Inbound/Organic,63,False
CUST-10320,Growth,862.6,0,Media,Europe,Partner/Referral,22,True
CUST-10321,Starter,73.72,21,Media,LATAM,Partner/Referral,64,False
CUST-10322,Growth,740.46,3,Manufacturing,APAC,Outbound Sales,39,False
CUST-10323,Growth,604.51,22,Manufacturing,North America,Inbound/Organic,28,True
CUST-10324,Starter,139.61,7,Healthcare,North America,Inbound/Organic,5,False
CUST-10325,Growth,557.53,19,Media,Europe,Product-Led Trial,2,True
CUST-10326,Starter,81.86,10,FinTech,North America,Paid Search,2,False
CUST-10327,Starter,55.66,8,SaaS/Tech,APAC,Inbound/Organic,5,False
CUST-10328,Starter,100.78,6,Professional Services,LATAM,Product-Led Trial,17,False
CUST-10329,Enterprise,2156.43,7,FinTech,APAC,Product-Led Trial,27,True
CUST-10330,Growth,685.72,15,SaaS/Tech,APAC,Partner/Referral,14,False
CUST-10331,Starter,139.57,17,E-commerce,North America,Inbound/Organic,28,False
CUST-10332,Starter,67.15,7,FinTech,LATAM,Partner/Referral,19,False
CUST-10333,Growth,742.26,1,Healthcare,Europe,Paid Search,12,False
CUST-10334,Starter,66.36,6,FinTech,North America,Outbound Sales,30,False
CUST-10335,Enterprise,6740.09,8,Manufacturing,Europe,Outbound Sales,156,True
CUST-10336,Growth,661.18,4,Education,APAC,Inbound/Organic,62,False
CUST-10337,Growth,543.51,2,Education,North America,Product-Led Trial,101,False
CUST-10338,Growth,380.8,2,Healthcare,APAC,Inbound/Organic,3,False
CUST-10339,Starter,139.16,3,FinTech,APAC,Paid Search,11,False
CUST-10340,Starter,70.39,0,SaaS/Tech,LATAM,Outbound Sales,25,False
CUST-10341,Starter,59.76,10,SaaS/Tech,North America,Product-Led Trial,20,False
CUST-10342,Enterprise,5061.55,5,SaaS/Tech,North America,Inbound/Organic,23,True
CUST-10343,Starter,124.82,10,Education,North America,Outbound Sales,6,False
CUST-10344,Enterprise,3899.05,18,E-commerce,North America,Product-Led Trial,3,True
CUST-10345,Enterprise,1812.97,9,FinTech,North America,Partner/Referral,16,True
CUST-10346,Enterprise,4817.67,12,Healthcare,MEA,Partner/Referral,444,True
CUST-10347,Starter,86.04,22,Healthcare,North America,Paid Search,3,False
CUST-10348,Starter,57.65,13,Professional Services,North America,Partner/Referral,29,False
CUST-10349,Growth,998.77,12,Professional Services,APAC,Partner/Referral,98,False
CUST-10350,Enterprise,7162.2,7,Manufacturing,Europe,Paid Search,162,True
CUST-10351,Starter,176.88,4,FinTech,LATAM,Outbound Sales,17,False
CUST-10352,Growth,626.18,11,Manufacturing,North America,Outbound Sales,11,False
CUST-10353,Growth,227.53,5,SaaS/Tech,LATAM,Paid Search,26,False
CUST-10354,Growth,889.97,22,E-commerce,Europe,Outbound Sales,49,False
CUST-10355,Growth,593.37,17,SaaS/Tech,LATAM,Outbound Sales,11,False
