customer_id,plan_tier,region,industry,current_mrr,tenure_months,avg_logins,avg_support_tickets,avg_nps,churned,expanded,health_score_pred,risk_score_0_100,prob_healthy
CUST-10021,Growth,North America,Professional Services,601.64,3,30.33333333333333,1.3333333333333333,84.33333333333333,0,0,1,40.2,0.046630602
CUST-10022,Growth,Europe,Media,479.42,19,24.36842105263158,1.1578947368421053,60.73684210526316,0,0,1,2.8,0.14707786
CUST-10023,Growth,APAC,Healthcare,985.76,3,23.0,1.6666666666666667,72.66666666666667,0,0,1,14.6,0.015039186
CUST-10024,Growth,North America,FinTech,928.73,19,29.473684210526315,0.0,74.78947368421052,1,1,0,60.6,0.28576943
CUST-10025,Growth,North America,Media,401.0,24,38.25,0.5,81.95833333333333,0,1,2,2.4,0.60722864
CUST-10026,Growth,Europe,Professional Services,787.44,7,7.0,2.0,36.0,0,0,1,18.0,0.0109512005
CUST-10027,Growth,North America,SaaS/Tech,785.01,23,34.56521739130435,1.1304347826086956,82.6086956521739,0,1,2,2.3,0.8456038
CUST-10028,Enterprise,APAC,Healthcare,3058.85,16,16.6875,1.3125,51.8125,0,1,2,1.6,0.73112196
CUST-10029,Enterprise,APAC,Media,6956.5,8,29.5,0.75,70.5,0,0,1,16.0,0.10867867
CUST-10030,Growth,North America,SaaS/Tech,604.37,22,35.54545454545455,0.6363636363636364,72.4090909090909,0,1,2,3.8,0.82267153
CUST-10031,Starter,North America,Education,51.71,11,25.454545454545453,2.4545454545454546,56.54545454545455,0,0,1,38.6,0.045797557
CUST-10032,Growth,North America,Manufacturing,274.85,6,16.5,1.8333333333333333,42.833333333333336,0,0,1,32.3,0.011139385
CUST-10033,Starter,LATAM,Media,145.77,10,35.4,1.0,79.3,0,0,1,20.3,0.12810935
CUST-10034,Starter,North America,Media,52.65,8,23.25,0.75,75.25,0,0,1,26.3,0.074193686
CUST-10035,Growth,MEA,Manufacturing,1284.45,8,26.625,0.5,77.75,0,1,2,15.8,0.52274513
CUST-10036,Starter,North America,SaaS/Tech,94.85,2,27.5,1.5,45.0,0,0,1,25.6,0.005232364
CUST-10037,Growth,North America,Manufacturing,299.45,10,22.5,1.3,53.4,0,1,2,11.6,0.548192
CUST-10038,Starter,APAC,Healthcare,176.3,16,39.0,0.4375,85.4375,0,0,1,3.7,0.12931445
CUST-10039,Growth,Europe,SaaS/Tech,327.75,18,26.0,1.2777777777777777,52.66666666666666,0,1,1,1.5,0.18853956
CUST-10040,Growth,North America,Healthcare,835.84,1,39.0,2.0,73.0,1,0,0,98.8,0.0027548003
CUST-10041,Starter,LATAM,E-commerce,72.26,3,18.666666666666668,2.0,69.66666666666667,0,0,1,20.4,0.027560135
CUST-10042,Enterprise,APAC,SaaS/Tech,7049.64,20,14.3,1.5,42.8,0,1,2,1.3,0.63779855
CUST-10043,Starter,Europe,Manufacturing,56.75,5,26.0,1.0,67.2,0,0,1,22.0,0.05719596
CUST-10044,Enterprise,North America,SaaS/Tech,8116.86,6,24.166666666666668,0.8333333333333334,65.5,0,1,0,67.8,0.06828225
CUST-10045,Starter,APAC,Professional Services,193.4,2,27.0,1.5,75.0,0,0,1,16.7,0.01405613
CUST-10046,Enterprise,North America,Media,4096.47,3,22.0,1.3333333333333333,50.0,0,0,1,14.3,0.015033327
CUST-10047,Growth,North America,E-commerce,535.26,13,36.15384615384615,0.8461538461538461,79.76923076923077,0,0,1,2.5,0.23218857
CUST-10048,Starter,North America,SaaS/Tech,62.77,10,24.7,1.0,54.9,0,0,1,15.0,0.07713901
CUST-10049,Growth,Europe,Manufacturing,635.74,15,18.73333333333333,0.0,48.73333333333333,0,0,1,13.0,0.24601664
CUST-10050,Starter,Europe,Media,190.16,24,27.45833333333333,0.375,63.91666666666666,0,0,1,4.4,0.17049836
CUST-10051,Enterprise,Europe,Media,5454.83,5,22.8,0.4,48.0,0,0,1,19.0,0.031688508
CUST-10052,Growth,LATAM,Healthcare,566.14,6,22.83333333333333,0.6666666666666666,59.833333333333336,0,0,1,26.7,0.02723033
CUST-10053,Starter,North America,E-commerce,81.19,6,25.666666666666668,2.1666666666666665,73.33333333333333,1,0,0,75.7,0.020754745
CUST-10054,Starter,North America,E-commerce,96.85,9,38.66666666666666,1.3333333333333333,87.22222222222223,1,0,0,68.7,0.071811825
CUST-10055,Growth,APAC,SaaS/Tech,1081.65,12,15.75,1.75,37.41666666666666,1,1,1,42.3,0.10999915
CUST-10056,Starter,APAC,SaaS/Tech,105.88,22,20.954545454545453,1.3636363636363635,54.13636363636363,0,0,1,3.3,0.081934534
CUST-10057,Enterprise,APAC,Professional Services,5296.7,8,9.25,2.0,29.5,0,0,1,30.9,0.10185226
CUST-10058,Starter,Europe,Manufacturing,142.45,8,34.875,1.0,69.875,0,1,2,16.8,0.50393224
CUST-10059,Starter,North America,SaaS/Tech,184.81,2,30.0,1.5,67.5,1,0,0,54.0,0.015179395
CUST-10060,Growth,North America,FinTech,558.31,7,17.571428571428573,0.7142857142857143,75.42857142857143,1,0,0,74.6,0.032592718
CUST-10061,Enterprise,LATAM,Healthcare,19493.45,20,23.1,0.7,53.1,0,1,2,1.8,0.74462026
CUST-10062,Growth,APAC,E-commerce,1244.29,16,21.3125,1.375,46.0625,0,1,2,5.6,0.7392654
CUST-10063,Growth,MEA,Manufacturing,265.0,3,14.666666666666666,5.0,47.333333333333336,1,0,0,88.7,0.002198425
CUST-10064,Enterprise,North America,FinTech,6743.39,12,29.58333333333333,2.75,57.0,0,0,1,2.2,0.13499509
CUST-10065,Enterprise,North America,Education,1455.75,22,21.227272727272727,0.0454545454545454,59.63636363636363,0,0,1,2.0,0.20732959
CUST-10066,Growth,APAC,Education,792.04,17,10.647058823529411,5.882352941176471,23.705882352941178,0,0,1,2.3,0.023893088
CUST-10067,Growth,Europe,Manufacturing,266.23,15,31.066666666666663,0.7333333333333333,67.4,1,0,0,57.7,0.22881292
CUST-10068,Enterprise,Europe,Media,1302.12,4,40.5,1.75,90.5,0,0,1,7.4,0.08480394
CUST-10069,Growth,North America,SaaS/Tech,260.27,10,13.4,1.4,40.4,0,0,1,18.2,0.07954248
CUST-10070,Growth,MEA,FinTech,1230.83,14,29.785714285714285,1.1428571428571428,65.5,0,1,2,15.0,0.5477385
CUST-10071,Growth,North America,FinTech,680.71,7,19.428571428571427,1.4285714285714286,58.0,1,1,0,65.4,0.023684094
CUST-10072,Growth,Europe,SaaS/Tech,176.47,14,19.5,1.2857142857142858,47.142857142857146,1,0,0,61.6,0.083524674
CUST-10073,Enterprise,LATAM,Professional Services,9700.47,20,20.0,0.3,50.8,0,1,2,3.0,0.80181086
CUST-10074,Enterprise,North America,Education,7506.32,12,33.333333333333336,3.6666666666666665,72.25,0,1,2,8.2,0.8137286
CUST-10075,Enterprise,APAC,Healthcare,4764.07,3,23.0,2.0,73.0,0,1,2,6.7,0.65995544
CUST-10076,Starter,North America,Education,41.3,24,21.45833333333333,0.75,51.583333333333336,0,0,1,2.6,0.15149315
CUST-10077,Enterprise,Europe,Education,8729.19,8,27.75,1.0,75.625,0,1,2,6.9,0.69887483
CUST-10078,Enterprise,APAC,SaaS/Tech,8790.91,24,24.625,0.4583333333333333,60.125,0,1,1,1.1,0.45332357
CUST-10079,Growth,Europe,Healthcare,615.73,3,26.0,2.6666666666666665,68.66666666666667,0,0,0,50.6,0.034365006
CUST-10080,Enterprise,Europe,Media,1618.86,8,24.75,2.75,48.0,0,0,1,15.1,0.060125522
CUST-10081,Starter,Europe,Manufacturing,69.46,4,19.5,1.5,60.75,1,0,0,56.8,0.014479029
CUST-10082,Starter,Europe,SaaS/Tech,184.62,1,18.0,0.0,33.0,1,0,0,98.4,0.00039706376
CUST-10083,Growth,APAC,E-commerce,567.02,8,21.5,0.875,49.25,0,0,1,15.5,0.028884314
CUST-10084,Enterprise,Europe,Manufacturing,5212.84,12,25.916666666666668,1.0,61.833333333333336,0,1,2,6.3,0.68244576
CUST-10085,Starter,Europe,Media,100.85,21,33.57142857142857,0.3809523809523809,80.66666666666667,1,0,1,2.5,0.48261926
CUST-10086,Growth,North America,Education,378.86,4,23.0,2.5,52.25,0,0,1,32.0,0.015296723
CUST-10087,Starter,North America,Healthcare,124.51,11,24.727272727272727,1.9090909090909087,55.63636363636363,1,0,0,60.7,0.019465135
CUST-10088,Growth,North America,Professional Services,608.81,14,29.714285714285715,4.571428571428571,64.42857142857143,0,0,1,11.8,0.011679617
CUST-10089,Starter,Europe,Manufacturing,80.4,3,2.6666666666666665,0.3333333333333333,-7.0,0,0,1,27.6,0.0014753782
CUST-10090,Starter,LATAM,Healthcare,93.36,11,32.27272727272727,1.181818181818182,71.63636363636364,1,1,0,58.1,0.07016696
CUST-10091,Growth,North America,Education,393.73,2,12.0,1.5,41.0,0,0,0,83.0,0.0024405937
CUST-10092,Starter,Europe,Education,129.3,8,38.375,0.25,80.5,0,0,1,12.4,0.06670483
CUST-10093,Growth,Europe,Media,870.85,10,16.4,1.2,34.8,0,1,2,7.7,0.48003384
CUST-10094,Starter,North America,Healthcare,103.46,8,32.0,0.375,68.375,1,0,1,43.9,0.0774444
CUST-10095,Starter,APAC,FinTech,103.8,9,26.0,1.0,58.55555555555556,0,0,1,10.3,0.18922783
CUST-10096,Growth,North America,Media,955.81,21,38.04761904761905,1.238095238095238,80.80952380952381,0,1,2,1.8,0.8469307
CUST-10097,Enterprise,APAC,Healthcare,8218.13,12,22.916666666666668,0.5833333333333334,67.75,1,1,0,40.4,0.3414915
CUST-10098,Growth,APAC,Education,656.72,3,13.333333333333334,0.3333333333333333,46.66666666666666,1,0,0,86.4,0.002372794
CUST-10099,Starter,North America,Media,66.23,8,33.25,0.25,72.375,1,0,1,31.3,0.108668104
CUST-10100,Starter,Europe,E-commerce,138.08,8,9.625,4.125,35.125,1,0,1,30.2,0.036310975
CUST-10101,Growth,Europe,Professional Services,727.76,14,29.928571428571427,1.0714285714285714,63.642857142857146,0,0,1,21.9,0.20124488
CUST-10102,Enterprise,North America,E-commerce,9828.62,13,20.384615384615383,0.9230769230769232,44.46153846153846,0,1,2,4.7,0.78559166
CUST-10103,Growth,APAC,Healthcare,1130.54,17,24.94117647058824,0.3529411764705882,56.23529411764706,0,1,1,12.0,0.17624183
CUST-10104,Starter,LATAM,E-commerce,171.19,11,33.45454545454545,0.1818181818181818,90.36363636363636,0,0,0,57.6,0.16547842
CUST-10105,Starter,North America,Education,105.54,6,15.166666666666666,0.3333333333333333,62.333333333333336,0,0,1,22.6,0.013043256
CUST-10106,Enterprise,LATAM,Education,3687.24,11,27.181818181818183,1.818181818181818,63.0,0,0,1,3.5,0.13679829
CUST-10107,Starter,North America,Media,158.58,15,32.53333333333333,1.2666666666666666,71.8,0,0,1,17.3,0.17526971
CUST-10108,Growth,North America,SaaS/Tech,854.67,19,38.10526315789474,0.2631578947368421,83.42105263157895,0,1,2,4.0,0.63187546
CUST-10109,Growth,North America,SaaS/Tech,993.63,15,20.066666666666663,0.2,55.73333333333333,0,1,2,3.2,0.83982986
CUST-10110,Enterprise,Europe,Education,2595.16,10,26.8,1.5,57.9,0,1,2,4.5,0.4855308
CUST-10111,Growth,Europe,FinTech,712.28,6,36.0,0.0,68.66666666666667,0,0,1,26.4,0.077135906
CUST-10112,Enterprise,North America,Manufacturing,7713.52,17,19.294117647058822,0.7647058823529411,55.35294117647059,0,0,1,2.6,0.223991
CUST-10113,Growth,North America,FinTech,201.14,14,15.214285714285714,0.2857142857142857,40.642857142857146,0,0,1,14.5,0.019223884
CUST-10114,Starter,North America,FinTech,146.71,5,27.8,1.8,57.4,1,0,0,57.9,0.017549992
CUST-10115,Enterprise,MEA,Education,3507.69,11,24.181818181818183,3.0,57.63636363636363,0,0,1,10.0,0.19932936
CUST-10116,Starter,North America,Professional Services,187.13,2,26.0,2.0,66.5,1,0,0,80.7,0.00333815
CUST-10117,Growth,Europe,Professional Services,682.37,9,28.11111111111111,0.6666666666666666,73.88888888888889,1,0,0,70.9,0.047564235
CUST-10118,Starter,Europe,Healthcare,115.55,16,32.875,0.6875,73.4375,1,1,1,15.4,0.1893907
CUST-10119,Starter,North America,Manufacturing,95.72,7,25.285714285714285,0.7142857142857143,62.42857142857143,1,0,0,73.6,0.06094505
CUST-10120,Starter,Europe,FinTech,193.16,4,16.25,0.5,46.25,1,0,0,71.5,0.0039616567
CUST-10121,Starter,APAC,Healthcare,108.6,4,37.5,0.75,75.75,1,0,0,49.3,0.058791112
CUST-10122,Starter,North America,E-commerce,174.48,6,32.5,0.5,77.66666666666667,0,0,1,14.9,0.02195554
CUST-10123,Starter,North America,SaaS/Tech,132.95,8,23.0,0.75,64.0,1,0,0,67.3,0.05766495
CUST-10124,Starter,MEA,Professional Services,145.6,18,29.666666666666668,0.6111111111111112,72.0,1,0,0,59.3,0.19312967
CUST-10125,Starter,North America,Manufacturing,78.42,3,31.0,1.0,75.0,1,0,0,73.6,0.0072242413
CUST-10126,Growth,North America,Healthcare,483.32,22,29.272727272727277,1.3636363636363635,67.54545454545455,1,1,0,57.2,0.1634591
CUST-10127,Starter,APAC,Professional Services,122.06,24,10.5,1.0,32.5,0,0,1,1.8,0.008087388
CUST-10128,Growth,Europe,Professional Services,1693.48,24,28.08333333333333,0.1666666666666666,69.29166666666667,0,1,2,7.4,0.6392393
CUST-10129,Starter,Europe,Media,142.62,19,34.68421052631579,0.5789473684210527,75.73684210526316,0,0,1,5.3,0.17869133
CUST-10130,Starter,North America,Media,195.18,13,27.53846153846154,1.6923076923076923,69.53846153846153,0,0,1,14.7,0.08290506
CUST-10131,Starter,Europe,E-commerce,116.25,17,32.588235294117645,1.0588235294117647,77.41176470588235,0,1,2,1.4,0.8811105
CUST-10132,Enterprise,North America,E-commerce,10529.02,12,27.83333333333333,1.3333333333333333,72.0,0,1,2,5.6,0.58842963
CUST-10133,Enterprise,Europe,SaaS/Tech,7097.09,23,40.34782608695652,0.4347826086956521,83.1304347826087,0,1,2,0.5,0.9111116
CUST-10134,Growth,North America,Education,285.16,3,32.0,1.0,90.33333333333331,0,0,1,37.4,0.07538292
CUST-10135,Starter,APAC,FinTech,186.16,4,36.25,0.5,79.25,0,0,1,12.2,0.020640852
CUST-10136,Growth,North America,Healthcare,311.63,21,25.571428571428573,0.8571428571428571,54.76190476190476,0,1,2,6.1,0.71213573
CUST-10137,Growth,North America,E-commerce,687.71,3,31.33333333333333,1.3333333333333333,69.33333333333333,0,0,1,37.2,0.014613186
CUST-10138,Starter,APAC,Healthcare,129.98,6,24.0,2.6666666666666665,57.66666666666666,0,0,1,14.5,0.012162411
CUST-10139,Growth,APAC,Media,285.17,8,29.0,3.5,58.25,1,0,0,56.8,0.030628592
CUST-10140,Growth,North America,Healthcare,383.84,9,17.555555555555557,2.6666666666666665,46.11111111111112,1,0,1,40.2,0.10868865
CUST-10141,Starter,APAC,Education,62.74,8,22.0,1.125,58.625,0,0,1,20.0,0.058909655
CUST-10142,Starter,Europe,Media,130.29,1,50.0,3.0,60.0,1,0,0,99.4,0.0005865069
CUST-10143,Starter,MEA,Healthcare,94.18,10,26.2,1.9,62.7,0,0,1,21.6,0.03632719
CUST-10144,Starter,Europe,Professional Services,137.24,8,32.5,0.125,77.0,1,0,0,65.0,0.1054265
CUST-10145,Starter,Europe,Education,66.29,2,31.5,1.0,51.5,0,0,1,34.7,0.013490383
CUST-10146,Starter,Europe,Manufacturing,173.34,8,39.75,0.5,86.0,0,0,1,13.7,0.076163776
CUST-10147,Growth,Europe,FinTech,333.15,2,30.5,0.0,77.5,0,0,1,15.0,0.01476976
CUST-10148,Growth,Europe,Media,789.55,8,20.25,1.0,51.25,1,0,0,45.6,0.15580277
CUST-10149,Growth,APAC,Education,997.35,5,10.2,4.2,41.8,0,0,1,33.2,0.030515868
CUST-10150,Growth,North America,Professional Services,664.03,13,11.076923076923077,1.4615384615384617,26.53846153846154,0,0,1,14.2,0.051871404
CUST-10151,Starter,APAC,FinTech,119.1,7,21.428571428571427,2.2857142857142856,65.85714285714286,0,0,1,11.7,0.15716119
CUST-10152,Starter,North America,Professional Services,197.16,2,33.0,2.5,56.5,1,0,0,82.6,0.0020125217
CUST-10153,Growth,North America,FinTech,900.01,18,32.05555555555556,1.5,74.94444444444444,0,1,2,5.6,0.69618034
CUST-10154,Starter,North America,E-commerce,217.44,5,42.2,0.2,85.8,1,1,0,70.7,0.06214593
CUST-10155,Starter,LATAM,Professional Services,57.68,3,20.33333333333333,0.0,41.333333333333336,1,0,0,68.9,0.013019298
CUST-10156,Growth,Europe,E-commerce,407.93,1,13.0,1.0,63.0,1,0,0,99.6,0.0003681053
CUST-10157,Starter,Europe,FinTech,129.55,7,38.85714285714285,0.5714285714285714,79.71428571428571,1,0,0,71.6,0.05341103
CUST-10158,Starter,MEA,Healthcare,118.77,16,34.625,0.5,66.75,0,1,2,6.1,0.48554784
CUST-10159,Growth,North America,Manufacturing,424.83,7,21.0,0.7142857142857143,49.285714285714285,1,0,0,73.7,0.043553594
CUST-10160,Growth,LATAM,Education,968.74,9,21.33333333333333,0.5555555555555556,51.77777777777778,0,0,1,40.4,0.045660693
CUST-10161,Growth,Europe,E-commerce,858.92,5,20.6,0.8,62.4,1,0,0,54.1,0.04726533
CUST-10162,Enterprise,APAC,FinTech,7204.89,17,34.11764705882353,1.1176470588235294,73.76470588235294,0,1,2,1.9,0.80532753
CUST-10163,Starter,APAC,Professional Services,153.21,21,35.142857142857146,1.3333333333333333,78.66666666666667,0,0,1,1.5,0.21708141
CUST-10164,Enterprise,APAC,Professional Services,7490.26,6,33.833333333333336,0.3333333333333333,61.833333333333336,0,1,2,12.9,0.6160433
CUST-10165,Enterprise,APAC,Manufacturing,1362.36,23,30.0,0.9565217391304348,68.17391304347827,0,1,2,7.5,0.74832994
CUST-10166,Starter,MEA,Healthcare,92.06,11,22.727272727272727,1.0909090909090908,55.27272727272727,0,0,1,9.9,0.42327237
CUST-10167,Enterprise,North America,Manufacturing,1899.14,6,41.66666666666666,0.1666666666666666,83.16666666666667,0,0,1,4.6,0.17711847
CUST-10168,Enterprise,APAC,Manufacturing,6980.17,10,25.7,0.1,57.6,0,1,1,11.3,0.14189947
CUST-10169,Enterprise,APAC,Manufacturing,1414.24,13,38.0,1.6153846153846154,79.07692307692308,0,0,1,4.4,0.1609918
CUST-10170,Starter,MEA,E-commerce,79.48,7,33.42857142857143,1.1428571428571428,69.28571428571429,1,1,1,24.0,0.053598177
CUST-10171,Starter,North America,Manufacturing,58.84,6,33.166666666666664,0.8333333333333334,80.33333333333333,1,0,0,75.9,0.04367114
CUST-10172,Starter,LATAM,Education,72.84,4,29.75,2.0,71.75,1,0,0,64.4,0.008469683
CUST-10173,Growth,APAC,Professional Services,376.39,23,14.173913043478262,1.2608695652173914,53.17391304347826,0,0,1,1.7,0.21579283
CUST-10174,Enterprise,Europe,Professional Services,2057.41,4,28.75,1.0,74.5,0,0,1,12.3,0.038330127
CUST-10175,Starter,North America,Education,157.66,23,39.78260869565217,0.4347826086956521,84.6086956521739,0,0,1,2.8,0.30920848
CUST-10176,Starter,MEA,Healthcare,178.65,5,17.4,1.0,40.8,1,0,0,68.6,0.0045951353
CUST-10177,Enterprise,North America,Education,7493.56,22,30.954545454545453,1.3636363636363635,69.77272727272727,0,1,2,7.9,0.6524229
CUST-10178,Enterprise,Europe,Manufacturing,7772.58,5,26.4,3.8,67.6,0,0,0,50.8,0.14656396
CUST-10179,Growth,North America,Manufacturing,380.21,2,29.5,0.0,51.0,1,0,0,75.9,0.001481044
CUST-10180,Starter,North America,Education,117.28,3,25.0,1.3333333333333333,53.0,1,0,0,78.6,0.0074717556
CUST-10181,Growth,North America,SaaS/Tech,1167.05,19,4.315789473684211,1.7894736842105263,24.157894736842103,0,1,2,2.9,0.6182723
CUST-10182,Starter,Europe,Media,197.0,10,19.1,1.3,47.2,0,0,1,6.5,0.1171133
CUST-10183,Starter,North America,SaaS/Tech,126.66,7,23.857142857142858,1.8571428571428568,47.85714285714285,1,0,1,35.8,0.075841635
CUST-10184,Starter,North America,Professional Services,77.2,19,7.947368421052632,1.7894736842105263,30.57894736842105,1,0,0,51.4,0.079901926
CUST-10185,Starter,North America,Healthcare,151.68,22,25.681818181818183,2.227272727272727,55.31818181818182,0,1,2,1.4,0.8292271
CUST-10186,Growth,APAC,Media,867.51,17,35.23529411764706,0.5294117647058824,83.94117647058823,0,1,2,0.8,0.88197833
CUST-10187,Enterprise,Europe,E-commerce,4833.15,3,36.0,2.333333333333333,78.33333333333333,0,0,1,26.2,0.06751203
CUST-10188,Starter,Europe,Manufacturing,114.79,3,38.0,0.3333333333333333,71.33333333333333,1,0,0,71.9,0.019503744
CUST-10189,Growth,APAC,Manufacturing,598.06,4,27.75,0.0,89.25,1,0,0,62.3,0.0378129
CUST-10190,Enterprise,APAC,Healthcare,5552.28,8,21.375,0.75,61.0,1,0,0,43.4,0.32317463
CUST-10191,Enterprise,Europe,Professional Services,2219.35,4,20.75,5.25,52.25,0,0,1,24.9,0.013188494
CUST-10192,Growth,North America,FinTech,787.54,5,27.6,2.0,59.0,0,0,1,8.1,0.07164295
CUST-10193,Starter,APAC,E-commerce,130.94,10,3.2,5.8,22.7,0,0,1,20.9,0.038473494
CUST-10194,Starter,Europe,Education,102.87,8,22.25,0.375,46.0,1,0,0,59.2,0.054576766
CUST-10195,Enterprise,MEA,Manufacturing,2257.78,13,29.307692307692307,0.5384615384615384,70.0,0,0,1,5.2,0.30954552
CUST-10196,Enterprise,Europe,FinTech,4445.94,3,27.33333333333333,0.0,56.66666666666666,0,0,1,31.5,0.016115297
CUST-10197,Growth,Europe,Healthcare,336.38,23,20.217391304347824,0.9130434782608696,51.34782608695652,0,0,1,1.4,0.15630175
CUST-10198,Starter,North America,Professional Services,194.47,1,44.0,1.0,89.0,1,0,0,98.2,0.0037884894
CUST-10199,Growth,Europe,FinTech,228.82,20,8.25,0.6,21.35,0,0,1,9.5,0.026340062
CUST-10200,Starter,North America,Education,53.43,3,34.333333333333336,0.0,72.0,1,0,0,70.0,0.010981641
CUST-10201,Growth,North America,Healthcare,893.75,13,24.23076923076923,1.0,60.84615384615385,0,0,1,13.4,0.12802562
CUST-10202,Starter,North America,Professional Services,83.67,1,33.0,2.0,100.0,1,0,0,99.4,0.0012718809
CUST-10203,Starter,MEA,E-commerce,71.25,4,22.5,1.5,58.5,0,0,1,6.9,0.077277325
CUST-10204,Starter,North America,Professional Services,194.96,18,35.55555555555556,0.8333333333333334,81.27777777777777,0,0,2,0.7,0.743388
CUST-10205,Starter,North America,E-commerce,125.68,9,14.88888888888889,0.0,44.11111111111112,0,1,2,21.6,0.5418913
CUST-10206,Growth,MEA,Education,324.77,4,14.75,0.75,60.5,1,0,0,88.9,0.015153856
CUST-10207,Enterprise,North America,FinTech,7052.26,8,32.375,0.875,72.5,0,0,1,10.0,0.14710602
CUST-10208,Growth,Europe,Professional Services,740.53,6,27.166666666666668,0.8333333333333334,73.33333333333333,0,0,0,50.1,0.033106327
CUST-10209,Starter,Europe,SaaS/Tech,139.74,3,44.0,1.6666666666666667,83.66666666666667,1,0,0,80.2,0.043902066
CUST-10210,Growth,Europe,E-commerce,1019.87,21,33.61904761904762,0.3333333333333333,84.85714285714286,0,1,2,2.1,0.79081345
CUST-10211,Growth,North America,SaaS/Tech,548.03,14,3.2142857142857144,3.7857142857142856,17.0,0,0,1,22.5,0.16045886
CUST-10212,Growth,North America,Education,597.52,10,20.6,0.8,53.3,0,0,0,50.2,0.11394439
CUST-10213,Starter,Europe,Media,59.98,22,19.227272727272727,3.1818181818181817,50.81818181818182,0,0,1,5.5,0.13399918
CUST-10214,Growth,APAC,Media,811.93,17,30.823529411764707,0.0588235294117647,64.41176470588235,0,1,2,5.6,0.7629753
CUST-10215,Growth,APAC,Professional Services,968.69,9,37.333333333333336,1.6666666666666667,85.44444444444444,0,1,1,36.0,0.044078242
CUST-10216,Growth,LATAM,Professional Services,1016.44,14,22.357142857142858,0.9285714285714286,48.71428571428572,0,1,2,14.2,0.49051052
CUST-10217,Starter,North America,Healthcare,189.17,3,36.333333333333336,0.3333333333333333,86.0,0,0,1,13.0,0.0247641
CUST-10218,Growth,Europe,FinTech,735.41,10,26.7,0.7,74.5,0,0,1,19.8,0.16883622
CUST-10219,Starter,APAC,Professional Services,49.63,14,38.57142857142857,0.8571428571428571,79.28571428571429,0,0,1,11.0,0.37547034
CUST-10220,Starter,North America,E-commerce,93.29,8,28.375,0.5,68.125,0,0,1,28.5,0.1093314
CUST-10221,Starter,North America,Healthcare,127.97,10,24.2,2.1,56.7,0,0,0,46.3,0.1609525
CUST-10222,Starter,Europe,Media,80.81,13,22.153846153846157,0.6153846153846154,65.92307692307692,1,0,0,48.4,0.108912066
CUST-10223,Starter,Europe,FinTech,94.31,6,25.666666666666668,0.0,89.66666666666667,0,0,1,44.9,0.04369019
CUST-10224,Growth,North America,E-commerce,319.61,2,24.0,2.0,68.5,0,0,1,33.5,0.0036132212
